"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.365960280E1,5.533054471E-3,-4.942226410E-2,6.591987610E-2
5.366960280E1,-1.344002783E-2,-3.908824921E-2,6.282806396E-3
5.367960280E1,-1.344002783E-2,-3.908824921E-2,6.282806396E-3
5.368960280E1,-2.050349116E-2,-7.882118225E-3,3.706741333E-2
5.369960280E1,-2.572910488E-2,-4.081964493E-3,5.728721619E-2
5.370960280E1,-2.147263288E-2,2.788782120E-3,7.291126251E-2
5.371960280E1,7.286906242E-3,-2.593135834E-2,6.366729736E-2
5.372960280E1,7.286906242E-3,-2.593135834E-2,6.366729736E-2
5.373960280E1,-8.297458291E-3,-3.845763206E-2,5.498123169E-2
5.374960280E1,-9.970173240E-3,-5.409479141E-2,7.823848724E-2
5.375960280E1,-1.630306244E-2,-7.831859589E-2,1.271076202E-1
5.376960280E1,-1.608388126E-2,-8.247137070E-2,1.262836456E-1
5.377960280E1,-1.366680861E-2,-9.715485573E-2,1.347599030E-1
5.378960280E1,-2.563154697E-2,-9.060287476E-2,1.072340012E-1
5.379960280E1,-2.953775227E-2,-8.818459511E-2,7.343101501E-2
5.380960280E1,-2.666251361E-2,-8.207893372E-2,7.691478729E-2
5.381960280E1,-3.855028749E-2,-7.341694832E-2,1.019878387E-1
5.382960280E1,-3.603816032E-2,-6.739664078E-2,1.245956421E-1
5.383960280E1,-2.204526961E-2,-3.442001343E-2,1.648368835E-1
5.384960280E1,-2.014078200E-2,-2.218389511E-2,1.296920776E-1
5.385960280E1,-1.113751531E-2,-6.232261658E-4,7.771396637E-2
5.386960280E1,-1.422102749E-2,9.154796600E-3,3.536415100E-2
5.387960280E1,-3.189839423E-2,1.287174225E-2,2.756500244E-2
5.388960280E1,-3.440897167E-2,1.850318909E-2,9.076499939E-2
5.389960280E1,-3.440897167E-2,1.850318909E-2,9.076499939E-2
5.390960280E1,-1.902768016E-2,1.202726364E-2,2.240886688E-1
5.391960280E1,1.285693049E-2,2.381920815E-2,2.582778931E-1
5.392960280E1,2.208049595E-2,3.143334389E-2,2.081212997E-1
5.393960280E1,2.621135116E-2,3.643202782E-2,1.219778061E-1
5.394960280E1,1.827834547E-2,5.156922340E-2,3.839206696E-2
5.395960280E1,1.471570134E-2,4.442024231E-2,-6.794261932E-2
5.396960280E1,2.365306020E-3,4.617166519E-2,-5.953979492E-2
5.397960280E1,-2.639091015E-2,2.718758583E-2,-5.327796936E-2
5.398960280E1,-1.797452569E-2,-1.973938942E-2,2.850751877E-1
5.399960280E1,-1.311340928E-2,-5.405426025E-2,3.844318390E-1
5.400960280E1,7.987752557E-3,-7.338070869E-2,3.395977020E-1
5.401960280E1,3.499060869E-2,-6.232070923E-2,2.226896286E-1
5.402960280E1,5.623370409E-2,-6.335854530E-2,1.713848114E-2
5.403960280E1,6.733536720E-4,-8.457422256E-2,-1.971950531E-1
5.404960280E1,-8.903458714E-3,-1.109104156E-1,-1.780414581E-1
5.405960280E1,-4.522646964E-2,-1.471672058E-1,-3.472995758E-2
5.406960280E1,-4.424384236E-2,-1.653971672E-1,2.708616257E-1
5.407960280E1,-4.424384236E-2,-1.653971672E-1,2.708616257E-1
5.408960280E1,1.191546023E-2,-8.474779129E-2,2.225580215E-1
5.409960280E1,2.257309854E-2,-3.614425659E-2,1.342124939E-1
5.410960280E1,-9.866505861E-3,2.227067947E-2,2.923011780E-2
5.411960280E1,-3.412292898E-2,3.829598427E-2,5.372047424E-2
5.412960280E1,-2.996738255E-2,3.143954277E-2,1.000757217E-1
5.413960280E1,-3.636427224E-2,2.309489250E-2,1.299295425E-1
5.414960280E1,-5.567342043E-3,1.165723801E-2,9.397315979E-2
5.415960280E1,-8.181616664E-3,8.177042007E-3,1.046800613E-1
5.416960280E1,-1.038582623E-2,-1.003503799E-2,1.176795959E-1
5.417960280E1,-9.416878223E-3,-1.428699493E-2,1.401472092E-1
5.418960280E1,-4.009480774E-2,-3.660917282E-2,1.390485764E-1
5.419960280E1,-4.154992104E-2,-3.510403633E-2,1.179838181E-1
5.420960280E1,-5.318833888E-2,-2.893996239E-2,8.968448639E-2
5.421960280E1,-4.861330986E-2,-4.198741913E-2,9.487438202E-2
5.422960280E1,-2.765433490E-2,-5.294084549E-2,7.436656952E-2
5.423960280E1,-1.828895509E-2,-4.130339622E-2,1.037282944E-1
5.424960280E1,-1.824182272E-2,-5.351090431E-2,1.211557388E-1
5.425960280E1,3.343865275E-3,-5.136513710E-2,1.337919235E-1
5.426960280E1,1.653568447E-2,-3.605079651E-2,5.339908600E-2
5.427960280E1,1.653568447E-2,-3.605079651E-2,5.339908600E-2
5.428960280E1,2.665013075E-3,-6.196260452E-3,1.789474487E-1
5.429960280E1,8.872240782E-3,-2.617835999E-3,1.457757950E-1
5.430960280E1,1.680476964E-2,-3.054594994E-2,-2.086067200E-2
5.431960280E1,1.184050739E-2,-4.729104042E-2,-5.123996735E-2
5.432960280E1,4.493087530E-3,-6.800699234E-2,-7.144927979E-3
5.433960280E1,4.493087530E-3,-6.800699234E-2,-7.144927979E-3
5.433960280E1,1.139292121E-2,-6.165385246E-2,5.872726440E-2
5.435960280E1,4.057079554E-2,-7.647371292E-2,7.425689697E-2
5.436960280E1,2.099037170E-2,-5.839204788E-2,5.865383148E-2
5.437960280E1,4.124224186E-3,-4.954075813E-2,7.908058167E-2
5.438960280E1,-2.742946148E-3,-2.000594139E-2,1.223001480E-1
5.439960280E1,-2.836212516E-3,-1.643991470E-2,1.425771713E-1
5.440960280E1,4.168346524E-3,-1.316118240E-2,1.364269257E-1
5.441960280E1,1.582008600E-2,-1.284575462E-2,1.396694183E-1
5.442960280E1,-1.195907593E-3,-1.789855957E-2,1.099720001E-1
5.443960280E1,-5.903705955E-3,-3.252100945E-2,7.234382629E-2
5.444960280E1,-1.783914864E-2,-3.300142288E-2,9.449863434E-2
5.445960280E1,-2.013017237E-2,-5.039048195E-2,9.027194977E-2
5.446960280E1,-3.664627671E-2,-5.793547630E-2,8.450031281E-2
5.447960280E1,-4.107752442E-2,-5.764746666E-2,8.775520325E-2
5.448960280E1,-3.613227606E-2,-5.018925667E-2,1.149454117E-1
5.449960280E1,-3.812520206E-2,-5.687689781E-2,1.134796143E-1
5.450960280E1,-3.061299026E-2,-4.919433594E-2,9.841537476E-2
5.451960280E1,-2.614039183E-2,-4.185867310E-2,6.330966949E-2
5.452960280E1,-2.409237623E-2,-3.209447861E-2,6.173515320E-2
5.453960280E1,-1.239159703E-2,-3.912901878E-2,5.296707153E-2
5.454960280E1,-1.713590324E-2,-3.153586388E-2,4.984760284E-2
5.455960280E1,-1.921853423E-2,-3.343868256E-2,5.796241760E-2
5.456960280E1,-1.403611898E-2,-1.843047142E-2,8.288955688E-2
5.457960280E1,-3.022661805E-2,-1.509118080E-2,1.151018143E-1
5.458960280E1,-1.016135514E-2,-8.309602737E-3,1.556148529E-1
5.459960280E1,-7.897600532E-3,-2.589464188E-3,1.423215866E-1
5.460960280E1,1.108382642E-2,6.904602051E-4,1.170425415E-1
5.461960280E1,-1.123368740E-3,-7.869958878E-3,7.025814056E-2
5.462960280E1,-1.317894459E-2,-4.851341248E-3,1.533031464E-2
5.463960280E1,-2.945499122E-2,-1.240277290E-2,-4.786586761E-2
5.464960280E1,-3.551383317E-2,-1.515650749E-2,-3.301620483E-3
5.465960280E1,-4.116909206E-2,-5.337047577E-2,2.209835052E-1
5.466960280E1,-4.116909206E-2,-5.337047577E-2,2.209835052E-1
5.467960280E1,1.694472134E-2,-8.100771904E-2,2.205276489E-1
5.468960280E1,4.764127731E-2,-6.885290146E-2,1.462650299E-2
5.469960280E1,4.873786867E-2,-3.189039230E-2,-7.608795166E-2
5.470960280E1,8.915171027E-3,-6.582164764E-2,-1.362438202E-1
5.471960280E1,-3.060030937E-2,-1.060636044E-1,-1.722717285E-2
5.472960280E1,-3.086303174E-2,-1.246893406E-1,1.305646896E-1
5.473960280E1,-1.390394568E-2,-1.130959988E-1,2.014541626E-1
5.474960280E1,3.550286591E-2,-1.326942444E-2,1.621246338E-1
5.475960280E1,5.827924609E-2,3.038597107E-2,9.769058228E-2
5.476960280E1,3.842733800E-2,5.711317062E-2,8.588409424E-2
5.477960280E1,1.888172328E-2,4.830265045E-2,1.125135422E-1
5.478960280E1,1.013283432E-2,2.307963371E-2,1.400785446E-1
5.479960280E1,6.194859743E-3,4.199743271E-3,1.074609756E-1
5.480960280E1,-1.290632784E-2,3.197193146E-4,8.940505981E-2
5.481960280E1,-1.535022259E-2,-2.026247978E-2,8.573150635E-2
5.482960280E1,-1.535022259E-2,-2.026247978E-2,8.573150635E-2
5.483960280E1,-3.135022521E-2,-5.055785179E-2,1.131534576E-1
5.484960280E1,-3.263422847E-2,-5.540442467E-2,9.719657898E-2
5.485960280E1,-5.537861586E-2,-4.649233818E-2,1.073770523E-1
5.486960280E1,-3.409507871E-2,-5.069303513E-2,9.884262085E-2
5.487960280E1,-3.599764407E-2,-6.120085716E-2,1.041307449E-1
5.488960280E1,-1.671954989E-2,-6.917405128E-2,1.118535995E-1
5.489960280E1,-2.615004778E-4,-6.036758423E-2,1.171789169E-1
5.490960280E1,8.572563529E-3,-6.702470779E-2,1.492652893E-1
5.491960280E1,8.572563529E-3,-6.702470779E-2,1.492652893E-1
5.492960280E1,-6.358861923E-3,-7.050824165E-2,1.065959930E-1
5.493960280E1,5.140542984E-3,-5.351448059E-2,4.920291901E-2
5.494960280E1,-1.047366858E-2,-3.940844536E-2,1.951360703E-1
5.495960280E1,3.053635359E-3,-2.840685844E-2,1.636686325E-1
5.496960280E1,3.053635359E-3,-2.840685844E-2,1.636686325E-1
5.497960280E1,8.920773864E-3,-3.529787064E-2,2.523422241E-3
5.498960280E1,-3.886118531E-3,-3.377723694E-2,7.164573669E-2
5.499960280E1,2.795264125E-3,-4.389095306E-2,1.360988617E-1
5.500960280E1,2.132000029E-2,-5.001235008E-2,1.739473343E-1
5.501960280E1,2.784596384E-2,-3.329634666E-2,1.276273727E-1
5.502960280E1,2.784596384E-2,-3.329634666E-2,1.276273727E-1
5.503960280E1,2.784596384E-2,-3.329634666E-2,1.276273727E-1
5.504960280E1,-5.898296833E-3,5.308866501E-3,7.105350494E-2
5.505960280E1,-1.088392735E-2,3.143548965E-3,8.230018616E-2
5.506960280E1,-1.088392735E-2,3.143548965E-3,8.230018616E-2
5.507960280E1,-2.671664953E-2,-9.703159332E-3,1.258764267E-1
5.508960280E1,-1.787801087E-2,-1.187467575E-2,1.107740402E-1
5.509960280E1,-1.833301783E-2,-2.146601677E-2,1.003894806E-1
5.510960280E1,-3.062313795E-2,-1.929664612E-2,7.477951050E-2
5.511960280E1,-3.062313795E-2,-1.929664612E-2,7.477951050E-2
5.512960280E1,-3.758352995E-2,-4.771137238E-2,8.527660370E-2
5.513960280E1,-4.938830435E-2,-5.704116821E-2,9.654045105E-2
5.514960280E1,-3.955258429E-2,-7.043075562E-2,1.000766754E-1
5.515960280E1,-3.956551850E-2,-7.234573364E-2,9.944438934E-2
5.516960280E1,-3.956551850E-2,-7.234573364E-2,9.944438934E-2
5.517960280E1,-1.815439761E-2,-8.346486092E-2,5.983829498E-2
5.518960280E1,2.645149827E-3,-9.476327896E-2,4.410457611E-2
5.519960280E1,2.645149827E-3,-9.476327896E-2,4.410457611E-2
5.520960280E1,1.430830359E-2,-1.035437584E-1,6.433582306E-2
5.521960280E1,4.638493061E-3,-9.152340889E-2,8.990001678E-2
5.522960280E1,-1.346954703E-2,-7.329297066E-2,1.407241821E-1
5.523960280E1,-5.547583103E-3,-6.313538551E-2,1.776704788E-1
5.524960280E1,-7.346540689E-3,-5.128979683E-2,1.832618713E-1
5.525960280E1,7.409036160E-3,-1.362323761E-2,1.623477936E-1
5.526960280E1,1.223878562E-2,-5.663633347E-3,7.252216339E-2
5.527960280E1,2.715751529E-3,1.064324379E-2,1.815319061E-2
5.528960280E1,-4.356250167E-3,8.704185486E-3,-7.186889648E-3
5.529960280E1,-1.106101274E-2,1.936030388E-2,1.202583313E-3
5.530960280E1,-2.093024552E-2,1.119160652E-2,-6.141662598E-4
5.531960280E1,-1.918019354E-2,1.454114914E-3,2.452030182E-1
5.532960280E1,-1.538743079E-2,-2.123117447E-2,4.164800644E-1
5.533960280E1,1.198478043E-2,-2.890491486E-2,4.602985382E-1
5.534960280E1,6.489111483E-2,-9.658575058E-3,7.740592957E-2
5.535960280E1,5.211210251E-2,1.243638992E-2,-1.043386459E-1
5.536960280E1,2.483002841E-2,1.743388176E-2,-2.231788635E-1
5.537960280E1,-1.579481363E-2,-1.599121094E-2,-2.215614319E-1
5.538960280E1,-4.342903197E-2,-9.860587120E-2,1.227931976E-1
5.539960280E1,-4.057897627E-2,-1.097569466E-1,2.635612488E-1
5.540960280E1,-3.901332617E-3,-8.414697647E-2,3.128662109E-1
5.541960280E1,1.843307912E-2,-3.226613998E-2,2.536573410E-1
5.542960280E1,3.094729781E-2,2.249741554E-2,8.150196075E-2
5.543960280E1,1.644858718E-2,1.999831200E-2,4.334926605E-2
5.544960280E1,-7.517755032E-3,1.371932030E-2,2.946281433E-2
5.545960280E1,-3.460733593E-2,-2.832412720E-4,4.248046875E-2
5.546960280E1,-3.460733593E-2,-2.832412720E-4,4.248046875E-2
5.547960280E1,-4.092465341E-2,-3.373169899E-2,9.295368195E-2
5.548960280E1,-3.672553599E-2,-5.218052864E-2,1.067810059E-1
5.549960280E1,-3.909735382E-2,-4.725503922E-2,1.084747314E-1
5.550960280E1,-4.944419861E-2,-8.064460754E-2,1.326560974E-1
5.551960280E1,-6.264995039E-2,-7.799243927E-2,1.336727142E-1
5.552960280E1,-5.452713370E-2,-8.311223984E-2,1.153507233E-1
5.553960280E1,-5.386620760E-2,-8.381199837E-2,1.017017365E-1
5.554960280E1,-4.116444290E-2,-8.061075211E-2,7.913017273E-2
5.555960280E1,-3.356105089E-2,-7.148027420E-2,7.513999939E-2
5.556960280E1,-2.364332974E-2,-7.666707039E-2,9.510803223E-2
5.557960280E1,-6.596699357E-3,-5.817890167E-2,1.221799850E-1
5.558960280E1,-6.596699357E-3,-5.817890167E-2,1.221799850E-1
5.558960280E1,1.642064750E-2,-4.100513458E-2,9.470081329E-2
5.560960280E1,2.883863449E-2,-1.138925552E-2,1.248188019E-1
5.561960280E1,6.096392870E-3,4.258394241E-3,1.277999878E-1
5.562960280E1,6.893530488E-3,3.441572189E-3,-1.422786713E-2
5.563960280E1,4.442811012E-3,4.255771637E-3,-5.612277985E-2
5.564960280E1,2.047613263E-3,-2.056646347E-2,-9.221076965E-3
5.565960280E1,1.128549874E-2,-2.069354057E-2,4.987239838E-2
5.566960280E1,2.159348130E-2,-4.027080536E-2,1.512289047E-1
5.567960280E1,4.211711884E-2,-2.952051163E-2,1.261863708E-1
5.568960280E1,3.919100761E-2,-4.065656662E-2,8.908462524E-2
5.569960280E1,2.470760047E-2,-4.486107826E-2,7.585906982E-2
5.570960280E1,8.134633303E-3,-2.898716927E-2,7.107353210E-2
5.571960280E1,1.035659015E-2,-3.260588646E-2,8.675765991E-2
5.572960280E1,2.412703633E-2,-1.909160614E-2,1.001501083E-1
5.573960280E1,1.123362780E-2,-2.457785606E-2,1.135826111E-1
5.574960280E1,1.123362780E-2,-2.457785606E-2,1.135826111E-1
5.575960280E1,1.654359698E-2,-7.998228073E-3,1.010923386E-1
5.576960280E1,9.317517281E-3,-1.374554634E-2,9.052848816E-2
5.577960280E1,-9.531214833E-3,-1.966214180E-2,8.950042725E-2
5.578960280E1,-3.118264675E-2,-3.571271896E-2,9.239101410E-2
5.579960280E1,-3.159186244E-2,-4.844689369E-2,8.906459808E-2
5.580960280E1,-3.654025495E-2,-5.868816376E-2,9.056282043E-2
5.581960280E1,-2.951177955E-2,-4.717063904E-2,8.972835541E-2
5.582960280E1,-3.179712594E-2,-5.251622200E-2,9.296226501E-2
5.583960280E1,-3.408554196E-2,-4.544377327E-2,9.702491760E-2
5.584960280E1,-3.152222931E-2,-4.068470001E-2,1.106891632E-1
5.585960280E1,-2.190649509E-2,-3.839969635E-2,1.195402145E-1
5.586960280E1,-2.190649509E-2,-3.839969635E-2,1.195402145E-1
5.587960280E1,-1.124137640E-2,-1.035761833E-2,3.104305267E-2
5.588960280E1,-1.174344122E-2,-1.264619827E-2,1.840019226E-2
5.589960280E1,-2.393589914E-2,-1.237607002E-2,4.411792755E-2
5.590960280E1,-1.890099049E-2,-7.009506226E-3,1.338882446E-1
5.591960280E1,-3.049403429E-2,-9.599924088E-3,1.714572906E-1
5.592960280E1,-1.315526664E-2,-1.007771492E-2,1.921901703E-1
5.593960280E1,8.694097400E-3,-1.588535309E-2,1.720628738E-1
5.594960280E1,6.121128798E-3,-1.057219505E-2,6.240940094E-2
5.595960280E1,3.641098738E-3,3.680944443E-3,1.859569550E-2
5.596960280E1,-8.221536875E-3,-7.684469223E-3,-2.261543274E-2
5.597960280E1,-2.229869366E-2,-1.097226143E-2,-3.244209290E-2
5.598960280E1,-3.065012395E-2,-1.082134247E-2,-8.432388306E-3
5.599960280E1,-3.242798150E-2,-3.198885918E-2,1.736488342E-1
5.600960280E1,-1.292783022E-2,-4.672050476E-2,3.363571167E-1
5.601960280E1,-3.323704004E-3,-7.238078117E-2,3.669900894E-1
5.602960280E1,5.285015702E-2,-6.019401550E-2,2.237195969E-1
5.603960280E1,3.581254184E-2,-4.752373695E-2,-3.846645355E-2
5.604960280E1,4.549130797E-3,-3.808021545E-2,-2.355594635E-1
5.605960280E1,-3.176863492E-2,-6.808924675E-2,-1.874132156E-1
5.606960280E1,-3.180286288E-2,-8.012104034E-2,3.351593018E-2
5.607960280E1,-2.170766890E-2,-9.048342705E-2,2.231264114E-1
5.608960280E1,-2.170766890E-2,-9.048342705E-2,2.231264114E-1
5.609960280E1,5.793784559E-2,-4.737234116E-2,3.685073853E-1
5.610960280E1,5.793784559E-2,-4.737234116E-2,3.685073853E-1
5.611960280E1,2.007660270E-2,5.538105965E-2,2.445697784E-2
5.612960280E1,-1.162427664E-2,6.368970871E-2,-1.484775543E-2
5.613960280E1,-1.162427664E-2,6.368970871E-2,-1.484775543E-2
5.614960280E1,-3.782986104E-2,5.565333366E-2,9.509468079E-2
5.615960280E1,-2.860130370E-2,4.778313637E-2,1.123304367E-1
5.616960280E1,-1.923866570E-2,3.749108315E-2,1.343469620E-1
5.617960280E1,-2.750164270E-2,3.693580627E-3,1.206073761E-1
5.618960280E1,-4.537615180E-2,-2.230644226E-2,9.678649902E-2
5.619960280E1,-5.390225351E-2,-5.595970154E-2,9.676933289E-2
5.620960280E1,-7.453460991E-2,-7.066488266E-2,1.062698364E-1
5.621960280E1,-5.974639952E-2,-9.082460403E-2,9.402275085E-2
5.622960280E1,-6.219114363E-2,-8.406329155E-2,9.390354156E-2
5.623960280E1,-3.837929666E-2,-8.712267876E-2,1.200475693E-1
5.624960280E1,-1.935379207E-2,-7.829523087E-2,1.365938187E-1
5.625960280E1,-7.089525461E-4,-6.125521660E-2,1.527452469E-1
5.626960280E1,3.640830517E-3,-5.551958084E-2,1.092319489E-1
5.627960280E1,1.965831220E-2,-3.287005424E-2,3.463172913E-2
5.628960280E1,7.105484605E-3,-2.438664436E-2,1.037435532E-1
5.629960280E1,7.105484605E-3,-2.438664436E-2,1.037435532E-1
5.630960280E1,-1.690804958E-3,2.226710320E-2,5.069160461E-2
5.631960280E1,2.925232053E-3,8.328914642E-3,7.714462280E-2
5.632960280E1,3.133417666E-2,-1.275134087E-2,8.205890656E-2
5.633960280E1,4.242402315E-2,-3.387236595E-2,1.300449371E-1
5.634960280E1,3.956355155E-2,-2.940988541E-2,1.131839752E-1
5.635960280E1,2.500641346E-2,-3.009700775E-2,9.143924713E-2
5.636960280E1,2.007202804E-2,-3.782343864E-2,6.015777588E-2
5.637960280E1,-1.530353725E-2,-1.688838005E-2,4.084300995E-2
5.638960280E1,-2.231706679E-2,5.152702332E-3,6.971549988E-2
5.639960280E1,-2.240790427E-2,1.071453094E-2,8.429622650E-2
5.640960280E1,-2.260780334E-2,9.367465973E-3,1.157131195E-1
5.641960280E1,-3.782227635E-3,9.006738663E-3,1.402215958E-1
5.642960280E1,1.292128861E-2,7.309436798E-3,1.404170990E-1
5.643960280E1,-3.874793649E-3,-1.841545105E-3,1.213827133E-1
5.644960280E1,1.791362464E-2,-3.686904907E-3,1.071767807E-1
5.645960280E1,-6.012722850E-3,-1.939582825E-2,9.071445465E-2
5.646960280E1,-2.039942145E-2,-2.105426788E-2,8.852767944E-2
5.647960280E1,-2.048528194E-2,-3.688097000E-2,9.597206116E-2
5.648960280E1,-3.001919389E-2,-3.127455711E-2,9.141540527E-2
5.649960280E1,-3.001919389E-2,-3.127455711E-2,9.141540527E-2
5.650960280E1,1.589551568E-3,-2.153825760E-2,9.933090210E-2
5.651960280E1,-1.968561113E-2,-3.020405769E-2,1.019868851E-1
5.652960280E1,-3.876249492E-2,-2.708721161E-2,8.543491364E-2
5.653960280E1,-3.409750760E-2,-4.912018776E-2,1.338567734E-1
5.654960280E1,-3.404107690E-2,-4.108929634E-2,1.245222092E-1
5.655960280E1,-3.404107690E-2,-4.108929634E-2,1.245222092E-1
5.656960280E1,-4.341174662E-2,-3.984332085E-2,6.502342224E-2
5.657960280E1,-3.451117873E-2,-3.738403320E-2,-1.808834076E-2
5.658960280E1,-2.301019430E-2,-4.490041733E-2,1.121711731E-2
5.659960280E1,-1.595179737E-2,-5.720233917E-2,6.447410583E-2
5.660960280E1,-2.285867929E-2,-5.322766304E-2,1.391487122E-1
5.661960280E1,-2.285867929E-2,-5.322766304E-2,1.391487122E-1
5.662960280E1,1.728881896E-2,-2.810883522E-2,2.305002213E-1
5.663960280E1,1.504202187E-2,-1.687359810E-2,1.608619690E-1
5.664960280E1,3.902396560E-2,-1.504874229E-2,8.648109436E-2
5.665960280E1,1.761353016E-2,1.695632935E-2,-3.297615051E-2
5.666960280E1,-3.546625376E-3,2.609801292E-2,-5.395698547E-2
5.667960280E1,-2.224245667E-2,2.190113068E-2,-8.182716370E-2
5.668960280E1,-4.544453323E-2,1.872420311E-2,-1.117935181E-1
5.669960280E1,-4.544453323E-2,1.872420311E-2,-1.117935181E-1
5.670960280E1,-4.006102681E-2,-3.927159309E-2,3.991136551E-1
5.671960280E1,-8.678719401E-3,-4.021501541E-2,4.067173004E-1
5.672960280E1,4.779902101E-2,-4.265022278E-2,2.941570282E-1
5.673960280E1,3.530377150E-2,-2.187824249E-2,-1.395244598E-1
5.674960280E1,4.158720374E-3,-3.185629845E-2,-2.515287399E-1
5.675960280E1,-6.601303816E-3,-5.420899391E-2,-2.528009415E-1
5.676960280E1,-3.745397925E-2,-9.169888496E-2,-1.218938828E-1
5.677960280E1,-1.134382188E-2,-1.135201454E-1,2.693920135E-1
5.678960280E1,2.057896554E-2,-9.283208847E-2,3.423728943E-1
5.679960280E1,5.959348381E-2,-5.965709686E-2,2.711563110E-1
5.680960280E1,5.959348381E-2,-5.965709686E-2,2.711563110E-1
5.681960280E1,1.927228272E-2,3.590989113E-2,-3.433227539E-3
5.682960280E1,-1.413390040E-2,4.061412811E-2,2.123260498E-2
5.683960280E1,-1.413390040E-2,4.061412811E-2,2.123260498E-2
5.684960280E1,-2.062624693E-2,3.451371193E-2,1.242637634E-1
5.685960280E1,7.248073816E-4,-1.168966293E-3,1.319150925E-1
5.686960280E1,2.950817347E-3,-1.127934456E-2,1.068239212E-1
5.687960280E1,-6.196573377E-3,-2.892351151E-2,7.924938202E-2
5.688960280E1,-2.624921501E-2,-3.996753693E-2,7.546997070E-2
5.689960280E1,-5.822543800E-2,-6.707668304E-2,1.013870239E-1
5.690960280E1,-6.879220903E-2,-8.058834076E-2,1.071662903E-1
5.691960280E1,-7.518258691E-2,-8.473205566E-2,1.224470139E-1
5.692960280E1,-6.522868574E-2,-7.219243050E-2,1.424865723E-1
5.693960280E1,-3.847979009E-2,-5.092930794E-2,1.486186981E-1
5.694960280E1,-3.093732893E-2,-3.721261024E-2,1.443557739E-1
5.695960280E1,-9.227663279E-3,-2.122640610E-2,1.232919693E-1
5.696960280E1,2.816304564E-3,-1.979207993E-2,1.093559265E-1
5.697960280E1,1.613351703E-2,-1.830816269E-3,5.772972107E-2
5.698960280E1,5.611583591E-3,2.905368805E-3,1.469907761E-1
5.699960280E1,9.580403566E-3,4.991531372E-3,1.667490005E-1
5.700960280E1,1.590251923E-3,9.506702423E-3,1.529979706E-1
5.701960280E1,1.308152080E-2,-9.855985641E-3,4.422283173E-2
5.702960280E1,1.301833987E-2,-2.402567863E-2,5.936050415E-2
5.703960280E1,2.219800651E-2,-2.874636650E-2,1.151542664E-1
5.704960280E1,1.039782166E-2,-4.380273819E-2,1.522483826E-1
5.705960280E1,1.039782166E-2,-4.380273819E-2,1.522483826E-1
5.706960280E1,1.039782166E-2,-4.380273819E-2,1.522483826E-1
5.707960280E1,5.888208747E-3,-3.569221497E-2,5.024909973E-2
5.708960280E1,-1.787997782E-2,-1.508045197E-2,4.829692841E-2
5.709960280E1,-1.787997782E-2,-1.508045197E-2,4.829692841E-2
5.710960280E1,-1.787997782E-2,-1.508045197E-2,4.829692841E-2
5.711960280E1,-4.052653909E-3,1.285910606E-2,1.059961319E-1
5.712960280E1,4.862889647E-3,5.376338959E-3,1.233739853E-1
5.713960280E1,1.850008965E-3,-5.064487457E-3,1.029968262E-1
5.714960280E1,4.317179322E-3,-1.751971245E-2,1.059713364E-1
5.715960280E1,-1.741498709E-4,-3.507542610E-2,8.491230011E-2
5.716960280E1,-2.164702117E-2,-3.790688515E-2,7.593059540E-2
5.717960280E1,-3.357554972E-2,-5.072689056E-2,7.952022552E-2
5.718960280E1,-3.119027615E-2,-6.278085709E-2,8.022117615E-2
5.719960280E1,-3.567606211E-2,-5.795955658E-2,6.181144714E-2
5.720960280E1,-3.311058879E-2,-6.241154671E-2,6.743335724E-2
5.721960280E1,-2.758771181E-2,-7.108974457E-2,8.833503723E-2
5.722960280E1,-3.920900822E-2,-6.577634811E-2,1.131753922E-1
5.723960280E1,-1.503722370E-2,-7.267212868E-2,1.235761642E-1
5.724960280E1,-3.178717196E-2,-5.593419075E-2,1.195125580E-1
5.725960280E1,-7.913485169E-3,-3.485774994E-2,9.449672699E-2
5.726960280E1,-2.003045380E-2,-1.829361916E-2,5.446624756E-2
5.727960280E1,-1.471847296E-3,-1.338529587E-2,9.734153748E-3
5.728960280E1,-1.195433736E-2,-1.995587349E-2,-2.288150787E-2
5.729960280E1,5.554541945E-3,-3.660202026E-2,7.749080658E-2
5.730960280E1,5.087137222E-3,-4.763412476E-2,1.431512833E-1
5.731960280E1,-2.016440034E-3,-4.723644257E-2,1.990823746E-1
5.732960280E1,3.399685025E-3,-4.069375992E-2,2.235784531E-1
5.733960280E1,7.262319326E-3,-2.552843094E-2,2.070980072E-1
5.734960280E1,1.713404059E-2,-8.842706680E-3,1.448316574E-1
5.735960280E1,1.713404059E-2,-8.842706680E-3,1.448316574E-1
5.735960280E1,2.574905753E-3,8.036136627E-3,6.825065613E-2
5.737960280E1,-2.611356974E-2,1.384902000E-2,-2.571773529E-2
5.737960280E1,-2.611356974E-2,1.384902000E-2,-2.571773529E-2
5.739960280E1,-5.806061625E-2,-6.980657578E-3,-3.280925751E-2
5.740960280E1,-5.911540985E-2,-1.939463615E-2,1.170110703E-1
5.741960280E1,-2.542966604E-2,-5.419683456E-2,4.373340607E-1
5.742960280E1,5.995631218E-3,-5.150055885E-2,3.488492966E-1
5.743960280E1,3.093993664E-2,-4.036688805E-2,1.474447250E-1
5.744960280E1,3.733487427E-2,-1.702427864E-2,-4.913616180E-2
5.745960280E1,1.355063915E-2,-3.474450111E-2,-2.061080933E-1
